x1,x2,x3,y
0.0,4.967141530112327,15,88.27604723267363
0.024024024024024024,0.38165872739392825,22,109.28279903861244
0.04804804804804805,8.478753651554273,23,113.02357586847879
0.07207207207207207,18.23285023472987,18,118.07806657788095
0.0960960960960961,1.6614004694513045,21,104.47503389297447
0.12012012012012012,2.661546101366057,19,119.56032913649437
0.14414414414414414,21.79452399063768,20,149.58701165904537
0.16816816816816815,14.675621854954946,12,76.50093252341547
0.1921921921921922,3.3047079079817583,16,92.04635528671648
0.21621621621621623,14.422427866319143,26,144.02046449190328
0.24024024024024024,5.359124688179302,15,97.26588063595005
0.26426426426426425,6.331476942982957,22,118.74450016057993
0.2882882882882883,14.40276898741767,21,133.7340409523085
0.3123123123123123,6.156485086579052,16,106.50787358551693
0.3363363363363363,3.2809900969304446,12,54.6993535170274
0.36036036036036034,9.335784199021393,17,90.78146762799396
0.3843843843843844,5.819320701658983,23,121.95580129301106
0.4084084084084084,20.07747970036344,18,141.76397313614527
0.43243243243243246,8.840443210049123,26,133.78472296262714
0.45645645645645644,4.781528899835888,19,77.61087118793546
0.4804804804804805,34.543041322965394,20,166.01593550328224
0.5045045045045045,18.608785727436047,27,179.2484929674948
0.5285285285285285,22.51973506073935,17,143.62767320445258
0.5525525525525525,8.572686630806828,27,149.17141729841734
0.5765765765765766,18.349770158125672,22,144.31500397482105
0.6006006006006006,25.873868105212278,23,180.08854535478383
0.6246246246246246,14.223269834758028,15,86.62299654643573
0.6486486486486487,30.456170739903186,34,228.97307967392223
0.6726726726726726,21.656113360148094,25,172.23448363756478
0.6966966966966966,25.70610069660168,19,152.9944786961438
0.7207207207207207,23.563641994361422,18,134.19137921897618
0.7447447447447447,49.05819591277572,15,175.69503617684407
0.7687687687687688,31.35208813922365,33,205.12720905062372
0.7927927927927928,21.858442429395513,22,149.51277911383093
0.8168168168168168,41.60624214744997,24,210.19802187089505
0.8408408408408409,22.114253096611343,33,201.92808837319842
0.8648648648648649,37.349783001181336,16,157.88400281285325
0.8888888888888888,16.59937011912329,15,115.33413191294022
0.9129129129129129,23.845508348784858,18,137.0042634277308
0.9369369369369369,40.02355853386133,19,179.56256558849918
0.960960960960961,46.36337622732618,22,195.9823096846891
0.984984984984985,41.61225184559211,15,159.11334584917873
1.009009009009009,39.65794700090964,22,198.44508272473854
1.033033033033033,38.71516407601796,21,187.09915686081936
1.057057057057057,27.84857139238857,16,133.00300126030896
1.0810810810810811,36.33866759324319,17,163.16274247263755
1.105105105105105,39.82967795367789,20,190.12076912903726
1.1291291291291292,55.901791441600764,9,139.69155748481415
1.1531531531531531,49.65671349250978,19,209.36362709403798
1.177177177177177,29.47545918823235,17,144.1199025211855
1.2012012012012012,51.22731059885738,9,155.3131241337207
1.2252252252252251,45.01145004514511,19,200.67104500241817
1.2492492492492493,42.96395881711149,20,175.95892840966607
1.2732732732732732,56.715864441595265,14,180.15713867873487
1.2972972972972974,61.76994950832086,17,209.5463039497766
1.3213213213213213,61.628451944875415,16,199.38333264247052
1.3453453453453452,44.77392999168901,33,275.93326177778215
1.3693693693693694,50.91910872037325,22,207.37860461058668
1.3933933933933933,58.16358215136135,26,244.95187668803422
1.4174174174174174,65.44061843143135,29,282.1773794311447
1.4414414414414414,51.72206448074981,20,195.74695802506304
1.4654654654654655,55.480194138418945,26,241.39997755567165
1.4894894894894894,47.09066609585207,23,216.82433327267438
1.5135135135135136,47.00335452476047,16,175.21864554623636
1.5375375375375375,67.89617561562477,18,229.4710952548627
1.5615615615615615,74.13282528963742,13,212.65701413947585
1.5855855855855856,60.643762276269086,21,215.89957821748726
1.6096096096096095,72.18648233292168,26,282.4177256080646
1.6336336336336337,66.54857595417066,18,245.54738352571462
1.6576576576576576,57.25577473307118,24,239.6685387469497
1.6816816816816818,68.08930150517656,24,263.4762892278736
1.7057057057057057,80.6176238906843,25,298.2795924496543
1.7297297297297298,65.63437387256795,21,228.7646319688581
1.7537537537537538,82.38783443288715,18,277.06207670833163
1.7777777777777777,41.28602299265371,19,184.9286672828688
1.8018018018018018,76.43781342819881,18,264.59960125269413
1.8258258258258258,69.81773793171136,16,217.7826233856603
1.84984984984985,66.67876413035016,16,237.0876970358281
1.8738738738738738,71.30103500587343,21,260.97524657371633
1.897897897897898,51.215275318354195,22,223.65464518892566
1.921921921921922,69.59465953331748,18,237.2953293759322
1.9459459459459458,76.05572461652235,20,255.46400089013804
1.96996996996997,87.94949692059389,18,283.8142203358364
1.993993993993994,68.66648021169675,21,249.71854110385596
2.018018018018018,66.43547263828316,21,224.25430229474887
2.042042042042042,70.16659759916621,31,290.2874567073885
2.066066066066066,84.99441516651089,15,249.32857100929252
2.09009009009009,79.77653187375888,18,258.9233238494436
2.114114114114114,71.83238136830057,20,249.44122018994452
2.138138138138138,82.89589198293879,17,269.3959062782286
2.1621621621621623,79.35943555841341,24,265.6943389629271
2.186186186186186,88.69269788168879,17,270.37983368698775
2.21021021021021,72.59538856533484,23,248.64161550742875
2.234234234234234,76.94099209344061,19,263.18180984442563
2.2582582582582584,76.89018832154643,15,234.6105642734476
2.2822822822822824,66.76167941909408,15,219.5663054052762
2.3063063063063063,84.93543480000328,23,283.1509589130278
2.33033033033033,85.15397410600978,21,295.0935885195881
2.354354354354354,83.15547449893185,32,343.7912587015153
2.3783783783783785,81.31106013675743,24,295.5926984387689
2.4024024024024024,70.0474332083359,30,296.0069011552446
2.4264264264264264,80.53045965038129,16,254.13877143299317
2.4504504504504503,81.83704936873364,21,268.95652440894514
2.4744744744744747,77.76016007118407,18,261.4993001559987
2.4984984984984986,84.68021847227918,24,313.35074138329304
2.5225225225225225,90.83508046272617,25,324.94383409281176
2.5465465465465464,106.14923044276925,22,322.642075827104
2.5705705705705704,89.51720294725789,22,300.36029077895853
2.5945945945945947,90.82218746474517,21,281.49674327568766
2.6186186186186187,87.96864086806563,16,269.51704070374393
2.6426426426426426,69.9829153358984,21,257.3997927283501
2.6666666666666665,89.35408134850347,16,248.00999930168533
2.6906906906906904,90.66113501871865,21,282.7765036703857
2.714714714714715,115.12184301371148,23,350.55644120412944
2.7387387387387387,88.98733421905129,19,278.1822871829105
2.7627627627627627,94.33883004038005,14,254.87117901486036
2.7867867867867866,91.379501118814,23,310.0091498915102
2.810810810810811,80.43390968047865,17,256.81498788279487
2.834834834834835,103.93375899888979,15,289.42933118249886
2.858858858858859,100.40043297308947,16,281.81952752117184
2.8828828828828827,101.1576872724587,12,281.4510944577317
2.9069069069069067,84.5104150736395,12,254.2956219988827
2.930930930930931,107.97977545088382,16,299.91672885609506
